img,caption
Dataset/SSID_Images//900.jpg,a man riding a bike down a dirt covered path
Dataset/SSID_Images//901.jpg,a man riding a bike through a forest
Dataset/SSID_Images//902.jpg,a man riding a bike on a ramp
Dataset/SSID_Images//903.jpg,a man riding a bike down a dirt road
Dataset/SSID_Images//904.jpg,a man riding a bike
Dataset/SSID_Images//905.jpg,a man on a bike
Dataset/SSID_Images//906.jpg,two men on bikes talking to each other men
Dataset/SSID_Images//907.jpg,a man riding a bike down a dirt road
Dataset/SSID_Images//908.jpg,a man jumping a bike over a car
Dataset/SSID_Images//909.jpg,a man riding a bike down a street
Dataset/SSID_Images//910.jpg,a man is flying over a small bridge
Dataset/SSID_Images//911.jpg,a person riding a bike on a dirt trail
Dataset/SSID_Images//912.jpg,a boy riding a bike on a dirt road
Dataset/SSID_Images//913.jpg,a boy riding a bike
Dataset/SSID_Images//914.jpg,a man riding a bike down a street
Dataset/SSID_Images//915.jpg,a woman riding a bike down a street
Dataset/SSID_Images//916.jpg,a group of people standing in front of a building
Dataset/SSID_Images//917.jpg,a man riding a bike down a sidewalk
Dataset/SSID_Images//918.jpg,a group of people climbing up a metal structure
Dataset/SSID_Images//919.jpg,a man riding a bike down a ramp
Dataset/SSID_Images//920.jpg,a person on a bike doing tricks on a ramp
Dataset/SSID_Images//921.jpg,a plane on the tar
Dataset/SSID_Images//922.jpg,a man in a red shirt and black hat
Dataset/SSID_Images//923.jpg,a street with a few buildings
Dataset/SSID_Images//924.jpg,a street scene with a person riding a bike
Dataset/SSID_Images//925.jpg,a person riding a bike on a street
Dataset/SSID_Images//926.jpg,a person riding a bike down a street
Dataset/SSID_Images//927.jpg,a blue car driving down the street in front of a tall building
Dataset/SSID_Images//928.jpg,a monument in the middle of a park
Dataset/SSID_Images//929.jpg,a group of people standing around a table
Dataset/SSID_Images//930.jpg,a sunset on the beach with waves crashing in the water
Dataset/SSID_Images//931.jpg,a street scene with a person riding a bike
Dataset/SSID_Images//932.jpg,a blue truck
Dataset/SSID_Images//933.jpg,a street scene
Dataset/SSID_Images//934.jpg,a blue car parked on the side of a road
Dataset/SSID_Images//935.jpg,a street with people walking on it and a sunset in the background
Dataset/SSID_Images//936.jpg,a sunset over the water with buildings in the background
Dataset/SSID_Images//937.jpg,a group of people standing around a bunch of bikes
Dataset/SSID_Images//938.jpg,a group of people riding bikes down a street
Dataset/SSID_Images//939.jpg,a car is driving down the road with people watching
Dataset/SSID_Images//940.jpg,a group of people riding bikes down a road
Dataset/SSID_Images//941.jpg,a group of people riding bikes down a road
Dataset/SSID_Images//942.jpg,a person riding a bike down a road
Dataset/SSID_Images//943.jpg,a person riding a bike down a dirt road
Dataset/SSID_Images//944.jpg,a person riding a bike down a dirt road
Dataset/SSID_Images//945.jpg,a truck is driving down a dirt road
Dataset/SSID_Images//946.jpg,a group of people riding bikes down a dirt road
Dataset/SSID_Images//947.jpg,a group of people riding bikes down a dirt road
Dataset/SSID_Images//948.jpg,a person riding a bike down a dirt road
Dataset/SSID_Images//949.jpg,a person riding a bike down a dirt road
Dataset/SSID_Images//950.jpg,a person riding a bike down a dirt road
Dataset/SSID_Images//951.jpg,a man riding a bike down a muddy road
Dataset/SSID_Images//952.jpg,a man riding a bike through a stream
Dataset/SSID_Images//953.jpg,a man riding a bike down a muddy road
Dataset/SSID_Images//954.jpg,aerial view of a group of cyclists riding on a dirt road in the countryside of the countryside of
Dataset/SSID_Images//955.jpg,a man riding a bike down a road
Dataset/SSID_Images//956.jpg,a car driving down a dirt road with a large pile of dirt
Dataset/SSID_Images//957.jpg,a car driving down a dirt road in the middle of nowhere
Dataset/SSID_Images//958.jpg,a man driving a car on a dirt road
Dataset/SSID_Images//959.jpg,a large body of water
Dataset/SSID_Images//960.jpg,a group of people standing on top of a cliff
Dataset/SSID_Images//961.jpg,a group of people standing on top of a cliff
Dataset/SSID_Images//962.jpg,a man swimming in the water near a cliff
Dataset/SSID_Images//963.jpg,a woman swimming in the water with her dog
Dataset/SSID_Images//964.jpg,a man swimming in the water near a waterfall
Dataset/SSID_Images//965.jpg,a wooden walkway in the woods
Dataset/SSID_Images//966.jpg,a waterfall in the middle of a rocky area
Dataset/SSID_Images//967.jpg,a river with a waterfall in the middle
Dataset/SSID_Images//968.jpg,a little girl standing in the woods
Dataset/SSID_Images//969.jpg,a man in a hat and sunglasses is riding a motorcycle
Dataset/SSID_Images//970.jpg,a car driving down a dirt road in the woods
Dataset/SSID_Images//971.jpg,a boat is going down the river
Dataset/SSID_Images//972.jpg,a truck driving down a dirt road in the woods
Dataset/SSID_Images//973.jpg,a dirt road with trees and dirt on it
Dataset/SSID_Images//974.jpg,a car driving down a dirt road with a rock in the background
Dataset/SSID_Images//975.jpg,a dog is sitting in the back of a car
Dataset/SSID_Images//976.jpg,a group of people standing on a cliff
Dataset/SSID_Images//977.jpg,a man riding a bike down a dirt road
Dataset/SSID_Images//978.jpg,a person is standing on a rock in the water
Dataset/SSID_Images//979.jpg,a man in yellow shirt standing in water
Dataset/SSID_Images//980.jpg,a car is parked in the water near a rock
Dataset/SSID_Images//981.jpg,a truck driving down a road in the middle of the desert
Dataset/SSID_Images//982.jpg,a woman taking a self self self self self self self self self self self self self self self
Dataset/SSID_Images//983.jpg,a car driving down a road with a sun shining on the roof
Dataset/SSID_Images//984.jpg,a long road in the middle of a desert
Dataset/SSID_Images//985.jpg,a truck is driving down the road with a trailer
Dataset/SSID_Images//986.jpg,a view of the desert from a hill
Dataset/SSID_Images//987.jpg,a couple of people walking on a rocky trail
Dataset/SSID_Images//988.jpg,a person standing in a cave
Dataset/SSID_Images//989.jpg,a view of the mountains from a hill
Dataset/SSID_Images//990.jpg,a person holding a cup of coffee in their hand
Dataset/SSID_Images//991.jpg,a man and a little girl walking down a trail
Dataset/SSID_Images//992.jpg,a person walking on a wooden plank
Dataset/SSID_Images//993.jpg,a woman standing on a rocky trail
Dataset/SSID_Images//994.jpg,two people walking down a trail in the woods
Dataset/SSID_Images//995.jpg,a man walking down a rocky trail
Dataset/SSID_Images//996.jpg,a group of people standing around a rock
Dataset/SSID_Images//997.jpg,a view of the mountains from a trail
Dataset/SSID_Images//998.jpg,a bush with some trees and rocks in the background
Dataset/SSID_Images//999.jpg,a woman in a hat and sunglasses standing in a desert
Dataset/SSID_Images//1000.jpg,a man and a little girl are playing with a frc
